shift_id,zone_id,log_text,handover_quality,timestamp
SHIFT-5,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T00:06:13.789862
SHIFT-5,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T00:06:13.789862
SHIFT-5,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T00:06:13.789862
SHIFT-5,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T00:06:13.789862
SHIFT-5,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T00:06:13.789862
SHIFT-5,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,FAIR,2026-07-02T00:06:13.789862
SHIFT-5,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T00:06:13.789862
SHIFT-5,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T00:06:13.789862
SHIFT-5,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T00:06:13.789862
SHIFT-6,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T01:06:13.789862
SHIFT-6,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T01:06:13.789862
SHIFT-6,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,FAIR,2026-07-02T01:06:13.789862
SHIFT-6,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T01:06:13.789862
SHIFT-6,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,FAIR,2026-07-02T01:06:13.789862
SHIFT-6,Z-6,Zone Compressor Station inspected. Parameters nominal.,FAIR,2026-07-02T01:06:13.789862
SHIFT-6,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T01:06:13.789862
SHIFT-6,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T01:06:13.789862
SHIFT-6,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T01:06:13.789862
SHIFT-6,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T01:06:13.789862
SHIFT-7,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-7,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-7,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-7,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-7,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-7,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-7,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-7,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-7,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-7,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T02:06:13.789862
SHIFT-8,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-8,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-8,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-8,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-8,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-8,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-8,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-8,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-8,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-8,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T03:06:13.789862
SHIFT-9,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-9,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-9,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-9,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-9,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-9,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-9,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-9,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-9,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-9,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T04:06:13.789862
SHIFT-10,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T05:06:13.789862
SHIFT-10,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T05:06:13.789862
SHIFT-10,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T05:06:13.789862
SHIFT-10,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T05:06:13.789862
SHIFT-10,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T05:06:13.789862
SHIFT-10,Z-6,Zone Compressor Station inspected. Parameters nominal.,FAIR,2026-07-02T05:06:13.789862
SHIFT-10,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T05:06:13.789862
SHIFT-10,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T05:06:13.789862
SHIFT-10,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T05:06:13.789862
SHIFT-10,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T05:06:13.789862
SHIFT-11,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-11,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-11,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-11,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-11,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-11,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-11,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-11,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-11,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-11,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T06:06:13.789862
SHIFT-12,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T07:06:13.789862
SHIFT-12,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T07:06:13.789862
SHIFT-12,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T07:06:13.789862
SHIFT-12,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T07:06:13.789862
SHIFT-12,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,FAIR,2026-07-02T07:06:13.789862
SHIFT-12,Z-6,Zone Compressor Station inspected. Parameters nominal.,FAIR,2026-07-02T07:06:13.789862
SHIFT-12,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T07:06:13.789862
SHIFT-12,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T07:06:13.789862
SHIFT-12,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T07:06:13.789862
SHIFT-12,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T07:06:13.789862
SHIFT-13,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T08:06:13.789862
SHIFT-13,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T08:06:13.789862
SHIFT-13,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T08:06:13.789862
SHIFT-13,Z-4,Zone Boiler House inspected. Parameters nominal.,FAIR,2026-07-02T08:06:13.789862
SHIFT-13,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T08:06:13.789862
SHIFT-13,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T08:06:13.789862
SHIFT-13,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T08:06:13.789862
SHIFT-13,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T08:06:13.789862
SHIFT-13,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T08:06:13.789862
SHIFT-13,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T08:06:13.789862
SHIFT-14,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T09:06:13.789862
SHIFT-14,Z-2,Zone Blast Furnace inspected. Parameters nominal.,FAIR,2026-07-02T09:06:13.789862
SHIFT-14,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T09:06:13.789862
SHIFT-14,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T09:06:13.789862
SHIFT-14,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T09:06:13.789862
SHIFT-14,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T09:06:13.789862
SHIFT-14,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T09:06:13.789862
SHIFT-14,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,FAIR,2026-07-02T09:06:13.789862
SHIFT-14,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T09:06:13.789862
SHIFT-14,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T09:06:13.789862
SHIFT-15,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T10:06:13.789862
SHIFT-15,Z-2,Zone Blast Furnace inspected. Parameters nominal.,FAIR,2026-07-02T10:06:13.789862
SHIFT-15,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T10:06:13.789862
SHIFT-15,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T10:06:13.789862
SHIFT-15,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,FAIR,2026-07-02T10:06:13.789862
SHIFT-15,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T10:06:13.789862
SHIFT-15,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T10:06:13.789862
SHIFT-15,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T10:06:13.789862
SHIFT-15,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T10:06:13.789862
SHIFT-15,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T10:06:13.789862
SHIFT-16,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T11:06:13.789862
SHIFT-16,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T11:06:13.789862
SHIFT-16,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,FAIR,2026-07-02T11:06:13.789862
SHIFT-16,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T11:06:13.789862
SHIFT-16,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T11:06:13.789862
SHIFT-16,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T11:06:13.789862
SHIFT-16,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T11:06:13.789862
SHIFT-16,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T11:06:13.789862
SHIFT-16,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T11:06:13.789862
SHIFT-16,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T11:06:13.789862
SHIFT-17,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,FAIR,2026-07-02T12:06:13.789862
SHIFT-17,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T12:06:13.789862
SHIFT-17,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T12:06:13.789862
SHIFT-17,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T12:06:13.789862
SHIFT-17,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T12:06:13.789862
SHIFT-17,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T12:06:13.789862
SHIFT-17,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T12:06:13.789862
SHIFT-17,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T12:06:13.789862
SHIFT-17,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T12:06:13.789862
SHIFT-17,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T12:06:13.789862
SHIFT-18,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T13:06:13.789862
SHIFT-18,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T13:06:13.789862
SHIFT-18,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,FAIR,2026-07-02T13:06:13.789862
SHIFT-18,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T13:06:13.789862
SHIFT-18,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,FAIR,2026-07-02T13:06:13.789862
SHIFT-18,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T13:06:13.789862
SHIFT-18,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,FAIR,2026-07-02T13:06:13.789862
SHIFT-18,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T13:06:13.789862
SHIFT-18,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T13:06:13.789862
SHIFT-18,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T13:06:13.789862
SHIFT-19,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T14:06:13.789862
SHIFT-19,Z-2,Zone Blast Furnace inspected. Parameters nominal.,FAIR,2026-07-02T14:06:13.789862
SHIFT-19,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T14:06:13.789862
SHIFT-19,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T14:06:13.789862
SHIFT-19,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T14:06:13.789862
SHIFT-19,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T14:06:13.789862
SHIFT-19,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T14:06:13.789862
SHIFT-19,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T14:06:13.789862
SHIFT-19,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T14:06:13.789862
SHIFT-19,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T14:06:13.789862
SHIFT-20,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,FAIR,2026-07-02T15:06:13.789862
SHIFT-20,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T15:06:13.789862
SHIFT-20,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T15:06:13.789862
SHIFT-20,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T15:06:13.789862
SHIFT-20,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T15:06:13.789862
SHIFT-20,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T15:06:13.789862
SHIFT-20,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T15:06:13.789862
SHIFT-20,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T15:06:13.789862
SHIFT-20,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T15:06:13.789862
SHIFT-20,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T15:06:13.789862
SHIFT-21,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T16:06:13.789862
SHIFT-21,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T16:06:13.789862
SHIFT-21,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T16:06:13.789862
SHIFT-21,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T16:06:13.789862
SHIFT-21,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T16:06:13.789862
SHIFT-21,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T16:06:13.789862
SHIFT-21,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T16:06:13.789862
SHIFT-21,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T16:06:13.789862
SHIFT-21,Z-9,Zone Utilities Area inspected. Parameters nominal.,FAIR,2026-07-02T16:06:13.789862
SHIFT-21,Z-10,Zone Control Room Hub inspected. Parameters nominal.,FAIR,2026-07-02T16:06:13.789862
SHIFT-22,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T17:06:13.789862
SHIFT-22,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T17:06:13.789862
SHIFT-22,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,FAIR,2026-07-02T17:06:13.789862
SHIFT-22,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T17:06:13.789862
SHIFT-22,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T17:06:13.789862
SHIFT-22,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T17:06:13.789862
SHIFT-22,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T17:06:13.789862
SHIFT-22,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,FAIR,2026-07-02T17:06:13.789862
SHIFT-22,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T17:06:13.789862
SHIFT-22,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T17:06:13.789862
SHIFT-23,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T18:06:13.789862
SHIFT-23,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T18:06:13.789862
SHIFT-23,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T18:06:13.789862
SHIFT-23,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T18:06:13.789862
SHIFT-23,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T18:06:13.789862
SHIFT-23,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T18:06:13.789862
SHIFT-23,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T18:06:13.789862
SHIFT-23,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T18:06:13.789862
SHIFT-23,Z-9,Zone Utilities Area inspected. Parameters nominal.,FAIR,2026-07-02T18:06:13.789862
SHIFT-23,Z-10,Zone Control Room Hub inspected. Parameters nominal.,FAIR,2026-07-02T18:06:13.789862
SHIFT-24,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-24,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-24,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-24,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-24,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-24,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-24,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-24,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-24,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-24,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-02T19:06:13.789862
SHIFT-25,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-02T20:06:13.789862
SHIFT-25,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-02T20:06:13.789862
